,Start Week,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
228,2/1/2020,US,COVID-19,COVID-19,U071,Not stated,6.0,6.0,some
229,2/1/2020,US,COVID-19,COVID-19,U071,All Ages,285078.0,285078.0,some
231,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,17.0,18.0,some
232,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,32.0,32.0,some
233,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,79.0,80.0,some
234,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,187.0,194.0,some
235,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,395.0,397.0,some
236,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,446.0,450.0,some
237,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,364.0,366.0,some
238,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
239,2/1/2020,AL,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1521.0,1538.0,some
240,2/1/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,some
243,2/1/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,13.0,13.0,some
244,2/1/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,43.0,43.0,some
245,2/1/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,94.0,94.0,some
246,2/1/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,106.0,111.0,some
247,2/1/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,68.0,69.0,some
248,2/1/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,some
249,2/1/2020,AL,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,330.0,336.0,some
252,2/1/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,10.0,10.0,some
253,2/1/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,33.0,33.0,some
254,2/1/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,62.0,62.0,some
255,2/1/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,113.0,113.0,some
256,2/1/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,87.0,87.0,some
257,2/1/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,22.0,22.0,some
258,2/1/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,some
259,2/1/2020,AL,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,335.0,335.0,some
261,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,25-34,12.0,12.0,some
262,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,35-44,38.0,40.0,some
263,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,45-54,128.0,133.0,some
264,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,55-64,260.0,262.0,some
265,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,65-74,506.0,516.0,some
266,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,75-84,560.0,567.0,some
267,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,85+,377.0,386.0,some
268,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,some
269,2/1/2020,AL,Respiratory diseases,Respiratory failure,J96,All Ages,1886.0,1921.0,some
272,2/1/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,35-44,10.0,10.0,some
273,2/1/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,45-54,22.0,22.0,some
274,2/1/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,55-64,67.0,67.0,some
275,2/1/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,65-74,101.0,101.0,some
276,2/1/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,75-84,90.0,90.0,some
277,2/1/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,85+,75.0,75.0,some
278,2/1/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,some
279,2/1/2020,AL,Respiratory diseases,Respiratory arrest,R09.2,All Ages,369.0,369.0,some
280,2/1/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,0.0,some
283,2/1/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,12.0,12.0,some
284,2/1/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,26.0,26.0,some
285,2/1/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,44.0,47.0,some
286,2/1/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,38.0,40.0,some
287,2/1/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,36.0,36.0,some
288,2/1/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,some
289,2/1/2020,AL,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,162.0,169.0,some
290,2/1/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,0.0,some
293,2/1/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,27.0,27.0,some
294,2/1/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,75.0,75.0,some
295,2/1/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,127.0,129.0,some
296,2/1/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,132.0,134.0,some
297,2/1/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,85+,152.0,156.0,some
298,2/1/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,0.0,some
299,2/1/2020,AL,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,519.0,527.0,some
300,2/1/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,0.0,some
301,2/1/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,0.0,some
304,2/1/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,40.0,47.0,some
305,2/1/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,118.0,128.0,some
306,2/1/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,125.0,132.0,some
307,2/1/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,85+,128.0,135.0,some
308,2/1/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,0.0,some
309,2/1/2020,AL,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,423.0,455.0,some
310,2/1/2020,AL,Circulatory diseases,Cardiac arrest,I46,35-44,21.0,21.0,some
311,2/1/2020,AL,Circulatory diseases,Cardiac arrest,I46,45-54,41.0,41.0,some
312,2/1/2020,AL,Circulatory diseases,Cardiac arrest,I46,55-64,124.0,124.0,some
313,2/1/2020,AL,Circulatory diseases,Cardiac arrest,I46,65-74,178.0,178.0,some
314,2/1/2020,AL,Circulatory diseases,Cardiac arrest,I46,75-84,168.0,168.0,some
315,2/1/2020,AL,Circulatory diseases,Cardiac arrest,I46,85+,116.0,116.0,some
316,2/1/2020,AL,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,some
317,2/1/2020,AL,Circulatory diseases,Cardiac arrest,I46,All Ages,655.0,655.0,some
318,2/1/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,36.0,37.0,some
319,2/1/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,68.0,73.0,some
320,2/1/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,98.0,101.0,some
321,2/1/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,93.0,96.0,some
322,2/1/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,0.0,0.0,some
323,2/1/2020,AL,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All Ages,308.0,320.0,some
324,2/1/2020,AL,Circulatory diseases,Heart failure,I50,0-24,0.0,0.0,some
325,2/1/2020,AL,Circulatory diseases,Heart failure,I50,45-54,10.0,10.0,some
326,2/1/2020,AL,Circulatory diseases,Heart failure,I50,55-64,25.0,25.0,some
327,2/1/2020,AL,Circulatory diseases,Heart failure,I50,65-74,65.0,65.0,some
328,2/1/2020,AL,Circulatory diseases,Heart failure,I50,75-84,89.0,89.0,some
329,2/1/2020,AL,Circulatory diseases,Heart failure,I50,85+,113.0,113.0,some
330,2/1/2020,AL,Circulatory diseases,Heart failure,I50,Not stated,0.0,0.0,some
331,2/1/2020,AL,Circulatory diseases,Heart failure,I50,All Ages,308.0,308.0,some
332,2/1/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,0.0,0.0,some
333,2/1/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,10.0,11.0,some
334,2/1/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,22.0,23.0,some
335,2/1/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,56.0,57.0,some
336,2/1/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,56.0,56.0,some
337,2/1/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,62.0,62.0,some
338,2/1/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,0.0,0.0,some
339,2/1/2020,AL,Circulatory diseases,Cerebrovascular diseases,I60-I69,All Ages,208.0,211.0,some
340,2/1/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,13.0,13.0,some
341,2/1/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,17.0,18.0,some
342,2/1/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,45.0,47.0,some
343,2/1/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,55.0,65.0,some
344,2/1/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,78.0,85.0,some
345,2/1/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,62.0,68.0,some
346,2/1/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,0.0,0.0,some
347,2/1/2020,AL,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All Ages,277.0,303.0,some
348,2/1/2020,AL,Sepsis,Sepsis,A40-A41,35-44,19.0,19.0,some
349,2/1/2020,AL,Sepsis,Sepsis,A40-A41,45-54,47.0,47.0,some
350,2/1/2020,AL,Sepsis,Sepsis,A40-A41,55-64,100.0,100.0,some
351,2/1/2020,AL,Sepsis,Sepsis,A40-A41,65-74,185.0,185.0,some
352,2/1/2020,AL,Sepsis,Sepsis,A40-A41,75-84,154.0,154.0,some
353,2/1/2020,AL,Sepsis,Sepsis,A40-A41,85+,64.0,64.0,some
354,2/1/2020,AL,Sepsis,Sepsis,A40-A41,Not stated,0.0,0.0,some
355,2/1/2020,AL,Sepsis,Sepsis,A40-A41,All Ages,576.0,576.0,some
356,2/1/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,0.0,0.0,some
357,2/1/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,0.0,0.0,some
358,2/1/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,14.0,15.0,some
359,2/1/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,51.0,53.0,some
360,2/1/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,45.0,50.0,some
361,2/1/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,30.0,32.0,some
362,2/1/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,0.0,0.0,some
363,2/1/2020,AL,Malignant neoplasms,Malignant neoplasms,C00-C97,All Ages,148.0,159.0,some
364,2/1/2020,AL,Diabetes,Diabetes,E10-E14,35-44,13.0,14.0,some
365,2/1/2020,AL,Diabetes,Diabetes,E10-E14,45-54,37.0,37.0,some
366,2/1/2020,AL,Diabetes,Diabetes,E10-E14,55-64,88.0,88.0,some
367,2/1/2020,AL,Diabetes,Diabetes,E10-E14,65-74,154.0,154.0,some
368,2/1/2020,AL,Diabetes,Diabetes,E10-E14,75-84,142.0,142.0,some
369,2/1/2020,AL,Diabetes,Diabetes,E10-E14,85+,85.0,85.0,some
370,2/1/2020,AL,Diabetes,Diabetes,E10-E14,Not stated,0.0,0.0,some
371,2/1/2020,AL,Diabetes,Diabetes,E10-E14,All Ages,525.0,526.0,some
372,2/1/2020,AL,Obesity,Obesity,E65-E68,0-24,0.0,0.0,some
373,2/1/2020,AL,Obesity,Obesity,E65-E68,45-54,22.0,22.0,some
374,2/1/2020,AL,Obesity,Obesity,E65-E68,55-64,32.0,32.0,some
375,2/1/2020,AL,Obesity,Obesity,E65-E68,65-74,29.0,29.0,some
376,2/1/2020,AL,Obesity,Obesity,E65-E68,75-84,17.0,17.0,some
377,2/1/2020,AL,Obesity,Obesity,E65-E68,Not stated,0.0,0.0,some
378,2/1/2020,AL,Obesity,Obesity,E65-E68,All Ages,118.0,118.0,some
379,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,0-24,0.0,0.0,some
380,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,some
381,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,some
382,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,45-54,0.0,0.0,some
384,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,65-74,17.0,17.0,some
385,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,75-84,61.0,61.0,some
386,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,85+,82.0,82.0,some
387,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,some
388,2/1/2020,AL,Alzheimer disease,Alzheimer disease,G30,All Ages,161.0,161.0,some
389,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,some
390,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,some
391,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,some
392,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0,0.0,some
393,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,42.0,42.0,some
394,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,128.0,128.0,some
395,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,212.0,212.0,some
396,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,some
397,2/1/2020,AL,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,390.0,390.0,some
398,2/1/2020,AL,Renal failure,Renal failure,N17-N19,35-44,15.0,15.0,some
399,2/1/2020,AL,Renal failure,Renal failure,N17-N19,45-54,31.0,31.0,some
400,2/1/2020,AL,Renal failure,Renal failure,N17-N19,55-64,72.0,72.0,some
401,2/1/2020,AL,Renal failure,Renal failure,N17-N19,65-74,149.0,154.0,some
402,2/1/2020,AL,Renal failure,Renal failure,N17-N19,75-84,130.0,130.0,some
403,2/1/2020,AL,Renal failure,Renal failure,N17-N19,85+,81.0,85.0,some
404,2/1/2020,AL,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,some
405,2/1/2020,AL,Renal failure,Renal failure,N17-N19,All Ages,482.0,491.0,some
406,2/1/2020,AL,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,0.0,0.0,some
407,2/1/2020,AL,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,20.0,39.0,some
408,2/1/2020,AL,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,18.0,35.0,some
409,2/1/2020,AL,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,12.0,25.0,some
410,2/1/2020,AL,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,some
411,2/1/2020,AL,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,67.0,134.0,some
412,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,18.0,29.0,some
413,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,41.0,61.0,some
414,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,101.0,136.0,some
415,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,220.0,321.0,some
416,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,432.0,640.0,some
417,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,408.0,578.0,some
418,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,350.0,477.0,some
419,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,some
420,2/1/2020,AL,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1574.0,2247.0,some
421,2/1/2020,AL,COVID-19,COVID-19,U071,25-34,35.0,35.0,some
422,2/1/2020,AL,COVID-19,COVID-19,U071,35-44,102.0,102.0,some
423,2/1/2020,AL,COVID-19,COVID-19,U071,45-54,277.0,277.0,some
424,2/1/2020,AL,COVID-19,COVID-19,U071,55-64,668.0,668.0,some
425,2/1/2020,AL,COVID-19,COVID-19,U071,65-74,1244.0,1244.0,some
426,2/1/2020,AL,COVID-19,COVID-19,U071,75-84,1376.0,1376.0,some
427,2/1/2020,AL,COVID-19,COVID-19,U071,85+,1235.0,1235.0,some
428,2/1/2020,AL,COVID-19,COVID-19,U071,Not stated,0.0,0.0,some
429,2/1/2020,AL,COVID-19,COVID-19,U071,All Ages,4946.0,4946.0,some
430,2/1/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,10.0,10.0,some
431,2/1/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,14.0,14.0,some
432,2/1/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,16.0,16.0,some
433,2/1/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,17.0,18.0,some
434,2/1/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,some
435,2/1/2020,AK,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,63.0,66.0,some
